ID,year,month,day,name,route_id,Nombre Ref 1,Link Ref 1,Nombre Ref 2,Link Ref 2,Nombre Ref 3,Link Ref 3,Nombre Ref 4,Link Ref 4
419,2011,,,"Nueva Ruta ""Las Caries del Diente""",342,,,,,,,,
420,2011,8,,Primera por la Arista NE.,319,,,,,,,,
421,2011,12,,Primera por la Cara Oeste.,353,,,,,,,,
422,2012,12,,Primera por la Cara Este.,420,,,,,,,,
423,2013,,,Nueva Ruta por la Arista Sur.,685,,,,,,,,
424,2013,5,,Primera por la Arista Oeste.,340,,,,,,,,
425,2013,11,,Segundo Ascenso. Primera por el Filo Sur.,114,,,,,,,,
426,2013,11,,Segundo Ascenso.,123,,,,,,,,
427,2013,11,,Segundo Ascenso.,118,,,,,,,,
428,2013,11,,"Cuarto Ascenso. Primera por la Cara Este ""Canalón del Conejo Payboy"".",121,,,,,,,,
429,2013,11,,Segunda Absoluta. Primera por la Arista SO.,116,,,,,,,,
430,2014,3,,"Nueva Ruta ""Canalones del Plomo"".",612,,,,,,,,
431,2015,4,,"Nueva Ruta por el Filo NE ""Filo Contigo"".",432,,,,,,,,
432,2015,6,,"Nueva Ruta Cara NO ""Yeguas Salvajes"", 1000m MD.",753,,,,,,,,
433,2015,11,,"Nueva Ruta Cara Oeste ""Turbera"". 1100m.",708,,,,,,,,
434,2015,11,,Nueva Ruta Pared Sur “Fina y sucia” 750m ED VI WI5 M4+ 6a.,433,,,,,,,,
435,2015,11,,Cuarto Ascenso. Primera por el Canalón SE.,89,,,,,,,,
436,2016,,,Nueva Ruta por la Arista SE.,432,,,,,,,,
437,2016,3,,Primera por el Canalón NE.,685,,,,,,,,
438,2016,5,,"Nueva Ruta Cara Este, 750 AD, m4, 70 grados.",433,,,,,,,,
439,2017,11,,Nueva Ruta por el Glaciar Sur.,653,,,,,,,,
440,2018,2,,Segundo Ascenso con variante de la ruta original.,18,,,,,,,,
441,1911,1,1,Primera Absoluta.,747,,,,,,,,
442,1922,,,Primera Absoluta.,753,,,,,,,,
443,1934,,,Primera por el Glaciar de los Polacos,824,,,,,,,,
444,1937,1,31,Undécima al Aconcagua por Presidente club andino sección valpo en solitario,824,,,,,,,,
445,1938,2,16,Cuarto Ascenso,461,Andina 09 - 1938,,,,,,,
446,1939,2,13,Probable Segundo Ascenso,499,"Revista Andina 16, 1939",https://www.perrosalpinos.cl/imagenes/relatosdelosperros/austria/Revista%20Andina%20CACH/Andina%2016%20-%201939.pdf,,,,,,
447,1939,3,5,No fue el primer ascenso,333,"Revista Andina 16, 1939",https://www.perrosalpinos.cl/imagenes/relatosdelosperros/austria/Revista%20Andina%20CACH/Andina%2016%20-%201939.pdf,,,,,,
448,1939,9,19,Primer ascenso invernal,418,"Revista Andina 18, 1939",https://www.perrosalpinos.cl/imagenes/relatosdelosperros/austria/Revista%20Andina%20CACH/Andina%2018%20-%201939.pdf,,,,,,
449,1937,2,17,Segundo ascenso chileno,824,Andina,,,,,,,
450,1934,2,8,Primer ascenso chileno,824,,,,,,,,
451,1938,,,con Perro Bonzo de la Mina Disputada.,599,Andina,,,,,,,
452,1938,,,-,653,Andina,,,,,,,
453,1941,2,18,Cuarta Ascensión,587,Andina,,,,,,,
454,1939,,,-,653,Andina,,,,,,,
455,1941,1,2,-,653,Andina,,,,,,,
456,1941,2,13,-,653,Andina,,,,,,,
457,1941,12,27,-,396,Andina,,,,,,,
458,1942,1,,-,599,Andina,,,,,,,
459,1942,2,,Segunda Ascensión.,437,Andina,,,,,,,
460,1942,1,14,-,599,"Revista Andina 18, 1951",https://www.perrosalpinos.cl/imagenes/relatosdelosperros/austria/Revista%20Andina%20CACH/Andina%2033%20-%201942.pdf,,,,,,
461,1943,2,4,"Segunda Absoluta. Primera desde Chile, primera ruta oeste",389,"Revista Andina 18, 1952",https://www.perrosalpinos.cl/imagenes/relatosdelosperros/austria/Revista%20Andina%20CACH/Andina%2033%20-%201942.pdf,,,,,,
462,1942,12,26,Segunda a la ruta del sur (normal),432,"Revista Andina 18, 1953",https://www.perrosalpinos.cl/imagenes/relatosdelosperros/austria/Revista%20Andina%20CACH/Andina%2033%20-%201942.pdf,,,,,,
463,1942,12,,Primera Absoluta,459,"Revista Andina 18, 1954",https://www.perrosalpinos.cl/imagenes/relatosdelosperros/austria/Revista%20Andina%20CACH/Andina%2033%20-%201942.pdf,,,,,,
464,1942,12,,Segundo Ascenso.,489,"Revista Andina 18, 1955",https://www.perrosalpinos.cl/imagenes/relatosdelosperros/austria/Revista%20Andina%20CACH/Andina%2033%20-%201942.pdf,,,,,,
465,1946,1,19,Segundo Ascenso. Variante ruta normal,365,,,,,,,,
466,1945,1,27,Ascenso ruta Glaciar Sur,653,,,,,,,,
467,1948,1,,Ascenso para medir altura,569,,,,,,,,
468,1931,1,4,Primera Absoluta.,438,,,,,,,,
469,1949,,,Sexta Absoluta. Primera desde portezuelo con Volcán San José,389,,,,,,,,
470,1949,1,19,Primera Femenina. 14va absoluta.,432,,,,,,,,
471,1949,1,15,Primera Femenina.,685,,,,,,,,
472,1949,2,20,Segunda Absoluta,658,,,,,,,,
473,1949,4,16,Segunda Absoluta,590,,,,,,,,
474,1949,4,16,Segunda Absoluta,589,,,,,,,,
475,1947,1,7,Primer ascenso,825,,,,,,,,
476,1949,4,15,Segundo Ascenso,478,,,,,,,,
477,1949,12,,Segundo Ascenso,119,,,,,,,,
478,1949,12,,Primer Ascenso,95,,,,,,,,
479,1896,,,Primer Ascenso deportivo,612,,,,,,,,
480,1896,,,Segunda Ascensión.,211,,,,,,,,
481,1900,,,Primera Ascensión,23,,,,,,,,
482,1907,1,10,Tercera Ascensión,664,,,,,,,,
483,1907,1,13,Segunda Ascensión,821,,,,,,,,
484,1987,,,Segunda Ascensión,701,,,,,,,,
485,1907,1,28,Primera Ascensión,456,,,,,,,,
486,1910,12,31,Primera Ascensión,756,,,,,,,,
487,1911,1,3,Primera Ascensión,768,,,,,,,,
488,1929,,,Segundo Ascenso,612,,,,,,,,
489,1929,,,Segunda Absoluta,599,,,,,,,,
490,1931,,,Primera Absoluta al punto más alto del cráter,288,,,,,,,,
491,1933,,,Segunda Ascensión,23,,,,,,,,
492,1933,,,Primera Absoluta,333,,,,,,,,
493,1951,3,3,Tercera Absoluta.,548,,,,,,,,
494,1951,3,17,Cuarta Ascensión,548,,,,,,,,
495,1951,,,Tercera Ascensión,385,,,,,,,,
496,1951,3,4,Tercera Ascensión,419,,,,,,,,
497,1951,2,,Tercera Ascensión,613,,,,,,,,
498,1951,12,8,Tercera Ascensión,437,,,,,,,,
499,1951,,,Tercera Ascensión,343,,,,,,,,
500,1955,3,27,Tercera Ascensión,331,,,,,,,,
501,1952,1,1,Primera por ruta del filo desde río Yeso,378,,,,,,,,
502,1952,1,,Primera a cumbre central,380,,,,,,,,
503,1952,4,12,Segunda Ascensión,436,,,,,,,,
504,1951,12,,Segunda Ascensión.,425,,,,,,,,
505,1952,1,,Segunda Ascensión,425,,,,,,,,
506,1951,12,9,Primera Ascensión.,654,,,,,,,,
507,1951,12,9,Segunda Ascensión,420,,,,,,,,
508,1994,2,,Primera ascensión,298,,,,,,,,
509,1951,4,14,Cuarta Ascensión,671,,,,,,,,
510,1952,1,23,Variante ruta portezuelo: flanqueando cumbre por glaciares argentinos hasta ruta del primera ascenso,389,,,,,,,,
511,1952,1,25,Primer ascenso desde el Estero Salinillas,389,,,,,,,,
512,1950,3,22,Primera Ascensión,846,,,,,,,,
513,1950,1,,Primer ascenso,841,,,,,,,,
514,1950,1,14,Segundo Ascenso,825,,,,,,,,
515,1953,,,Primer ascenso a las 3 cumbres,378,,,,,,,,
516,1953,,,Primer ascenso,379,,,,,,,,
517,1953,,,Primer ascenso a las 3 cumbres,380,,,,,,,,
518,1953,3,3,Tercera Absoluta.,569,,,,,,,,
519,1953,2,9,Tercera Ascensión,384,,,,,,,,
520,1950,9,18,Primer ascenso registrado,715,,,,,,,,
521,1953,1,13,Nueva ruta del filo sur,825,,,,,,,,
522,1946,12,22,Segunda Ascensión. Nueva ruta desde el Plomo y filo sureste,608,,,,,,,,
523,1954,2,28,Primera chilena a la ruta italiana,608,,,,,,,,
524,1954,1,3,Primera por lado sur,385,,,,,,,,
525,1954,1,10,"Primera Pared Este, Primera Canaleta Norte. También ascendieron cumbre sur",339,,,,,,,,
526,1954,2,,Segunda Ascensión,331,,,,,,,,
527,1956,2,18,Tercera Ascensión,412,,,,,,,,
528,1955,11,27,-,331,,,,,,,,
529,1954,3,27,Segunda Ascensión.,810,,,,,,,,
530,1957,3,6,-,479,,,,,,,,
531,1957,3,11,Posible segunda ascensión,544,,,,,,,,
532,1957,3,12,Posible segunda ascensión,453,,,,,,,,
533,1957,3,23,Cuarta Ascensión,608,,,,,,,,
534,1961,2,19,Segunda Ascensión,300,,,,,,,,
535,1961,2,10,Tercera Ascensión,614,,,,,,,,
536,1961,2,12,Primera Ascensión,615,,,,,,,,
537,1961,2,17,Segunda Ascensión,615,,,,,,,,
538,1961,2,,Segunda por Chile,572,,,,,,,,
539,1963,2,10,Primera ascensión por filo S.E.,571,,,,,,,,
540,1963,2,10,"Primera Ascensión. También subieron ""Cabeza del Glaciar, 4800mts""",575,,,,,,,,
541,1963,2,1,,251,,,,,,,,
542,1963,1,31,Primer ascenso.,254,,,,,,,,
543,1963,,,Primera a la pared sur,461,,,,,,,,
544,1963,12,20,Segunda ascensión. Primera por glaciar,241,,,,,,,,
545,1963,12,20,Primera ascensión,242,,,,,,,,
546,1964,1,17,Primera ascensión,125,,,,,,,,
547,1964,1,17,Primer ascenso,124,,,,,,,,
548,1964,1,17,Primer ascenso,121,,,,,,,,
549,1964,1,18,Primer ascenso,98,,,,,,,,
550,1964,1,25,Segundo Ascenso. Revisar día,591,,,,,,,,
551,1964,1,25,Primer ascenso. Revisar día,123,,,,,,,,
552,1964,1,25,Primer ascenso. Revisar día,114,,,,,,,,
553,1964,1,25,Primer ascenso. Revisar día,115,,,,,,,,
554,1964,1,25,Segunda Absoluta. Revisar día,121,,,,,,,,
555,1964,2,2,Primera Ascensión.,130,,,,,,,,
556,1964,2,2,Primera Ascensión,122,,,,,,,,
557,1964,2,2,Tercera Ascensión,121,,,,,,,,
558,1964,2,3,Primer ascenso,116,,,,,,,,
559,1964,2,7,Primera? Ascensión,90,,,,,,,,
560,1964,2,7,Segunda Ascensión,89,,,,,,,,
561,1964,2,12,Segunda Ascensión,130,,,,,,,,
562,1964,2,12,Primera Ascensión,129,,,,,,,,
563,1964,2,13,Primer ascenso,127,,,,,,,,
564,1964,2,20,Segunda Ascensión. Primera desde Refugio Agostini,476,,,,,,,,
565,1964,3,22,Segunda ascensión,597,,,,,,,,
566,1964,,,Primera ascensión Invernal.,3,,,,,,,,
567,1964,12,17,Segunda Ascensión.,475,,,,,,,,
568,1965,2,25,Segunda Ascensión,382,,,,,,,,
569,1965,2,25,"Primera? Nevado Palomares, será la cumbre este?",383,,,,,,,,
570,1964,12,10,Segunda Ascensión.,363,,,,,,,,
571,1964,12,28,Tercera Ascensión,363,,,,,,,,
572,1964,12,7,Segunda Ascensión,423,,,,,,,,
573,1964,5,31,Tercera Absoluta.,426,,,,,,,,
574,1965,,,Segunda por ruta desde el Olivares,612,,,,,,,,
575,1965,,,Primera desde el filo norte,579,,,,,,,,
576,1966,1,25,Segunda Ascensión. Primera desde el Cajón de Paredones,878,,,,,,,,
577,1966,1,28,Tercera Ascensión,878,,,,,,,,
578,1972,1,8,Segunda Ascención. Primera desde cumbre principal o norte,556,,,,,,,,
579,1970,5,2,Primera Ascensión por ruta directa a la pared sur,428,,,,,,,,
580,1976,12,8,Primera ascensión en una jornada desde Monumento Morado,438,,,,,,,,
581,1975,12,22,Primera por ruta del glaciar colgante Panimávida,432,,,,,,,,
582,1974,12,15,Otra nueva ruta por la Cara Sur.,437,,,,,,,,
583,1975,11,2,Primera por arista sur,341,,,,,,,,
584,1977,2,19,Pared sureste,671,,,,,,,,
585,1980,2,19,Segunda Ascensión,585,,,,,,,,
586,1981,1,10,Segunda a la cara sur,433,,,,,,,,
587,1981,2,18,Nueva directa a la pared sur,341,,,,,,,,
588,1981,3,29,Tercera a la pared sur,433,,,,,,,,
